states,replicate,family,kernel,pi_min,gamma_ps,gamma_ps_best_k,gamma_ps_tested_k,finite_tail_upper,paper_C_P,exact_poisson_operator_norm,sign_witness_norm,bound_slack,direct_n0_max,minimum_n0_margin,n0_repair_pass,paper_bound_pass
5,0,skewed,"[[0.8585727204039405,0.009571907561304995,0.03523748362815045,0.03391606685010381,0.06270182155650017],[0.008572720403940562,0.859571907561305,0.03523748362815045,0.03391606685010381,0.06270182155650017],[0.008572720403940562,0.009571907561304995,0.8852374836281505,0.03391606685010381,0.06270182155650017],[0.008572720403940562,0.009571907561304995,0.03523748362815045,0.8839160668501038,0.06270182155650017],[0.008572720403940562,0.009571907561304995,0.03523748362815045,0.03391606685010381,0.9127018215565001]]",0.057151469359603344,0.2774999999999995,1,4,0.2,50.08887232423357,12.57131374187195,12.57131374187195,37.517558582361616,1.8856970612807933,1.6141491700237718,True,True
5,1,dense,"[[0.15449090869370125,0.10291416888424174,0.006827485531498739,0.35413601063258165,0.38163142625797664],[0.10436466369967139,0.5217979594058908,0.057258810363547075,0.2234215388090164,0.0931570277218743],[0.07605050213725834,0.44420096318184954,0.2199854739643312,0.10346335098868294,0.15629970972787796],[0.03617610871013598,0.7176516229854071,0.06897512755358076,0.008191539011759055,0.169005601739117],[0.14671943392752904,0.6100013365643023,0.02837629748512518,0.035423817766384695,0.17947911425665874]]",0.05924413967952576,0.8661628585184545,1,2,0.3333333333333333,20.685593463881794,2.266707300158009,2.266707300158009,18.418886163723784,1.8815117206409484,3.468037148368329,True,True
5,1,sticky,"[[0.9323592726954961,0.00823313351073934,0.0005461988425198991,0.028330880850606532,0.03053051410063813],[0.008349173095973711,0.9617438367524713,0.004580704829083766,0.017873723104721313,0.007452562217749944],[0.006084040170980667,0.03553607705454796,0.9375988379171465,0.008277068079094636,0.012503976778230237],[0.002894088696810879,0.057412129838832565,0.005518010204286461,0.9206553231209408,0.01352044813912936],[0.011737554714202323,0.048800106925144186,0.0022701037988100145,0.0028339054213107756,0.9343583291405327]]",0.0592441396795253,0.11953213392765116,1,9,0.1,113.47049299460758,28.333841251975134,28.333841251975134,85.13665174263245,1.8815117206409493,1.4019204424903011,True,True
5,1,cycle,"[[0.018538909043244147,0.892349700266109,0.0008192982637798486,0.0424963212759098,0.0457957711509572],[0.012523759643960566,0.06261575512870689,0.8868710572436257,0.026810584657081967,0.011178843326624915],[0.009126060256471,0.053304115581821944,0.026398256875719745,0.8924156021186419,0.018755965167345356],[0.004341133045216318,0.08611819475824885,0.008277015306429691,0.0009829846814110865,0.900280672208694],[0.8976063320713035,0.07320016038771628,0.003405155698215022,0.004250858131966163,0.02153749371079905]]",0.18444472864992748,0.1617680943500774,3,7,0.125,47.570408422920096,1.3641265991524252,1.3641265991524252,46.20628182376767,1.631110542700145,2.1155723474791257,True,True
5,1,reversible,"[[0.06695662226413594,0.22515622851406486,0.22270551468583655,0.3059711701875923,0.1792104643483703],[0.20593469801922681,0.3349234762195047,0.1906235494684492,0.15024966587284652,0.11826861041997279],[0.2184461582915289,0.20442990661539304,0.03951831346470271,0.23457743540478623,0.30302818622358907],[0.2769585122848898,0.1486969851533049,0.21647462899419623,0.10937547452031943,0.24849439904728965],[0.16521638152387927,0.11921027050277769,0.2848126845795286,0.25308833883861115,0.17767232455520318]]",0.18859766834494854,0.9444155618629997,1,2,0.3333333333333333,13.914286058115705,1.912624566876136,1.912624566876136,12.001661491239568,1.622804663310103,8.533802513295381,True,True
5,1,skewed,"[[0.858258544842621,0.020459980207641015,0.0054717325534663,0.09025958847495531,0.025550153921316373],[0.008258544842621013,0.870459980207641,0.0054717325534663,0.09025958847495531,0.025550153921316373],[0.008258544842621013,0.020459980207641015,0.8554717325534663,0.09025958847495531,0.025550153921316373],[0.008258544842621013,0.020459980207641015,0.0054717325534663,0.9402595884749553,0.025550153921316373],[0.008258544842621013,0.020459980207641015,0.0054717325534663,0.09025958847495531,0.8755501539213163]]",0.03647821702310851,0.27749999999999986,1,4,0.2,62.69575738851951,12.846957106358555,12.846957106358555,49.84880028216095,1.927043565953783,1.5189632232618826,True,True
10,0,dense,"[[0.009228013639436112,0.12145946076605034,0.3945493071445213,0.04402053629866991,0.12772839944204875,0.033560058147393934,0.09091767368947998,0.00884032906730698,0.0399959460880174,0.12970027571707532],[0.10314167402962524,0.010471620975455254,0.1375450874445183,0.17867881648440673,0.1828100533436777,0.1595681713526948,0.020891382640726663,0.038206334703556034,0.10977074280087405,0.058916116224465326],[0.009502022089093497,0.21147118993528558,0.13300931300917612,0.03979295885185007,0.050323445845768255,0.011484195568383714,0.20868628516708376,0.10636385378770116,0.10096015027458664,0.1284065854710712],[0.01897980724930615,0.0030086222126496686,0.029863128135257287,0.11099419408052005,0.041644150098958686,0.20298444717435554,0.28978263046475233,0.25035692113341634,0.017353100409181695,0.03503299904160242],[0.004349779462136518,0.05963199260388987,0.09522022106229244,0.03278023796351139,0.14543522126712538,0.3230369690074979,0.16337195788552308,0.13111906991180453,0.014379190379279792,0.030675360456939346],[0.08381367976378082,0.2537844052415536,0.0900664562274314,0.11097278544561125,0.1333067519555333,0.044793664112449144,0.13287767754993332,0.005552050726686875,0.08437246843260508,0.06046006054441524],[0.15255450369809231,0.05071686543743603,0.07088773800796744,0.25334060007224496,0.06297626084862008,0.016884785370867215,0.028881120640345537,0.04355252058767722,0.29906088164136185,0.0211447236953873],[0.08611887990444836,0.23464262496831514,0.06854356745538469,0.10166663963187697,0.046127344581915704,0.15876639128832232,0.006025401591825741,0.07947016691784807,0.09836138074954738,0.12027760291051562],[0.0413367393754197,0.16905435492126922,0.1041064558803819,0.1582716234616524,0.007911370352571622,0.12780940004151758,0.05438880902052145,0.0836158830876515,0.17073080336972554,0.082774560489289],[0.10190162798604237,0.008558867992139202,0.009041142767510365,0.1848568578764218,0.25128341163963125,0.05004079984304033,0.037239014599637445,0.06731300381361356,0.20571543254113336,0.08404984094083023]]",0.061940644899631456,0.7702954523316838,1,2,0.3333333333333333,20.04793102413795,2.117356328178634,2.1173563281786336,17.930574695959315,1.876118710200737,5.6030612702311435,True,True
10,0,sticky,"[[0.9207382410911549,0.009716756861284027,0.031563944571561704,0.0035216429038935925,0.0102182719553639,0.0026848046517915147,0.007273413895158398,0.0007072263253845584,0.0031996756870413924,0.010376022057366025],[0.008251333922370018,0.9208377296780365,0.011003606995561464,0.014294305318752538,0.014624804267494216,0.012765453708215585,0.0016713106112581332,0.003056506776284483,0.008781659424069924,0.0047132892979572264],[0.0007601617671274798,0.016917695194822845,0.9306407450407341,0.003183436708148006,0.004025875667661461,0.0009187356454706971,0.0166949028133667,0.008509108303016093,0.008076812021966931,0.010272526837685696],[0.001518384579944492,0.0002406897770119735,0.002389050250820583,0.9288795355264416,0.003331532007916695,0.016238755773948444,0.023182610437180187,0.020028553690673308,0.0013882480327345357,0.0028026399233281934],[0.00034798235697092145,0.00477055940831119,0.007617617684983396,0.0026224190370809117,0.93163481770137,0.025842957520599834,0.013069756630841848,0.010489525592944362,0.0011503352303423833,0.0024540288365551477],[0.0067050943811024655,0.020302752419324287,0.0072053164981945115,0.0088778228356489,0.010664540156442663,0.923583493128996,0.010630214203994666,0.00044416405813495,0.0067497974746084065,0.00483680484355322],[0.012204360295847386,0.004057349234994883,0.005671019040637395,0.020267248005779597,0.005038100867889607,0.0013507828296693773,0.9223104896512276,0.0034842016470141776,0.02392487053130895,0.001691577895630984],[0.006889510392355869,0.01877140999746521,0.005483485396430775,0.008133331170550158,0.0036901875665532563,0.012701311303065786,0.0004820321273460593,0.9263576133534279,0.00786891045996379,0.00962220823284125],[0.003306939150033576,0.013524348393701537,0.008328516470430553,0.012661729876932194,0.0006329096282057298,0.010224752003321408,0.004351104721641716,0.00668927064701212,0.9336584642695781,0.00662196483914312],[0.00815213023888339,0.0006847094393711362,0.0007232914214008292,0.014788548630113744,0.0201026729311705,0.004003263987443226,0.0029791211679709956,0.005385040305089085,0.01645723460329067,0.9267239872752665]]",0.06194064489963155,0.12125761976644989,1,9,0.1,109.39799018245724,26.46695410223292,26.46695410223292,82.93103608022432,1.8761187102007368,3.0725488235069447,True,True
10,0,cycle,"[[0.0011073616367323334,0.894575135291926,0.04734591685734255,0.005282464355840389,0.01532740793304585,0.004027206977687272,0.010910120842737597,0.0010608394880768377,0.004799513530562088,0.015564033086049037],[0.012377000883555029,0.0012565945170546304,0.8965054104933422,0.021441457978128808,0.021937206401241322,0.019148180562323376,0.0025069659168871993,0.004584760164426724,0.013172489136104885,0.007069933946935839],[0.0011402426506912195,0.02537654279223427,0.015961117561101135,0.884775155062222,0.00603881350149219,0.0013781034682060456,0.02504235422005005,0.012763662454524139,0.012115218032950396,0.015408790256528544],[0.002277576869916738,0.0003610346655179602,0.0035835753762308744,0.013319303289662406,0.8849972980118751,0.024358133660922664,0.03477391565577028,0.03004283053600996,0.0020823720491018032,0.00420395988499229],[0.0005219735354563822,0.007155839112466784,0.011426426527475093,0.003933628555621367,0.017452226552055045,0.9187644362808998,0.01960463494626277,0.015734288389416543,0.001725502845513575,0.0036810432548327215],[0.010057641571653697,0.03045412862898643,0.010807974747291766,0.013316734253473348,0.015996810234663993,0.005375239693493897,0.895945321305992,0.000666246087202425,0.01012469621191261,0.007255207265329828],[0.01830654044377108,0.0060860238524923236,0.008506528560956092,0.030400872008669394,0.00755715130183441,0.002026174244504066,0.003465734476841464,0.8852263024705213,0.03588730579696342,0.002537366843446476],[0.010334265588533802,0.028157114996197816,0.008225228094646162,0.012199996755825235,0.005535281349829884,0.019051966954598678,0.0007230481910190889,0.009536420030141768,0.8918033656899457,0.014433312349261873],[0.004960408725050364,0.020286522590552306,0.012492774705645828,0.01899259481539829,0.0009493644423085947,0.01533712800498211,0.006526657082462574,0.010033905970518179,0.020487696404367064,0.8899329472587146],[0.8922281953583251,0.0010270641590567043,0.0010849371321012438,0.022182822945170617,0.03015400939675575,0.006004895981164839,0.004468681751956493,0.008077560457633626,0.024685851904936003,0.010085980912899627]]",0.09441723484314908,0.16205354189432375,2,7,0.125,66.37163468879386,2.596687980895734,2.5966879808957346,63.774946707898124,1.8111655303137018,3.5805851894097036,True,True
10,0,reversible,"[[0.11662932118024487,0.031464731666078605,0.07563136605110625,0.09990970245761668,0.06711117647252868,0.15020531124358835,0.1431072508032789,0.13823040865897424,0.10983864053671312,0.06787209092987036],[0.044794581325300835,0.07476094708166553,0.07501058499022532,0.14391408884687368,0.16755157577324456,0.17894176407479043,0.06915197905757803,0.05401009843067018,0.12764605013313593,0.06421833028651548],[0.08612538126047649,0.0599998708860199,0.07923424662963824,0.09282919533920059,0.1028997234407047,0.11957064818794774,0.05314606630322061,0.15487679385935402,0.09037830614200432,0.1609397679514334],[0.10306522634634004,0.10428128132638025,0.08409300441504217,0.16997788245707532,0.04373059291787009,0.06626783230490017,0.15707671835215972,0.1412593144090874,0.08383034301241991,0.04641780445872503],[0.0790628887727861,0.13865160251532294,0.10645420500267244,0.04994116811484077,0.12779703976212614,0.15170633127795027,0.06505626757813307,0.06471170128174082,0.13033199592469993,0.08628679976972749],[0.14937136580590338,0.12499490983284679,0.10441849594314999,0.06388226872015317,0.12805836192487852,0.05472649857074862,0.08641419765072432,0.10624920358166992,0.11598313771736615,0.06590156025255917],[0.15580041083638105,0.05288227425568251,0.05080996223178563,0.1657731857052666,0.06011990378073379,0.09460410888136452,0.1340909570324469,0.11928908160055503,0.05775629607671458,0.10887381959906944],[0.12000764079649275,0.03293660455209391,0.1180762204046967,0.11888249319605042,0.04768813053267756,0.09275747693402553,0.0951259575142987,0.1318306771539228,0.14546129823464993,0.09723350068109177],[0.10632777385630579,0.08679555878554925,0.07682924352810422,0.07866622676592439,0.10709391425178262,0.11290270921619962,0.05135514342658138,0.16219360449245282,0.10311241421095481,0.11472341146614513],[0.0871333775112073,0.0579096420015373,0.1814376775138055,0.05776614937580489,0.09402857530452585,0.08507597880405018,0.12838367983989313,0.14378180645674682,0.15214363937728384,0.012339473815145163]]",0.07563736256167587,0.9559101500818924,1,2,0.3333333333333333,23.555156653606165,1.9599253375149037,1.9599253375149037,21.59523131609126,1.8487252748766483,12.780160785448139,True,True
10,0,skewed,"[[0.8525727672341344,0.002047837720327682,0.019277526058530184,0.003428131953204094,0.0030698469608546053,0.035023776184870965,0.015242423301593564,0.006646867495491732,0.0391261056629285,0.023564717428064236],[0.0025727672341344402,0.8520478377203277,0.019277526058530184,0.003428131953204094,0.0030698469608546053,0.035023776184870965,0.015242423301593564,0.006646867495491732,0.0391261056629285,0.023564717428064236],[0.0025727672341344402,0.002047837720327682,0.8692775260585301,0.003428131953204094,0.0030698469608546053,0.035023776184870965,0.015242423301593564,0.006646867495491732,0.0391261056629285,0.023564717428064236],[0.0025727672341344402,0.002047837720327682,0.019277526058530184,0.8534281319532041,0.0030698469608546053,0.035023776184870965,0.015242423301593564,0.006646867495491732,0.0391261056629285,0.023564717428064236],[0.0025727672341344402,0.002047837720327682,0.019277526058530184,0.003428131953204094,0.8530698469608546,0.035023776184870965,0.015242423301593564,0.006646867495491732,0.0391261056629285,0.023564717428064236],[0.0025727672341344402,0.002047837720327682,0.019277526058530184,0.003428131953204094,0.0030698469608546053,0.8850237761848709,0.015242423301593564,0.006646867495491732,0.0391261056629285,0.023564717428064236],[0.0025727672341344402,0.002047837720327682,0.019277526058530184,0.003428131953204094,0.0030698469608546053,0.035023776184870965,0.8652424233015935,0.006646867495491732,0.0391261056629285,0.023564717428064236],[0.0025727672341344402,0.002047837720327682,0.019277526058530184,0.003428131953204094,0.0030698469608546053,0.035023776184870965,0.015242423301593564,0.8566468674954917,0.0391261056629285,0.023564717428064236],[0.0025727672341344402,0.002047837720327682,0.019277526058530184,0.003428131953204094,0.0030698469608546053,0.035023776184870965,0.015242423301593564,0.006646867495491732,0.8891261056629285,0.023564717428064236],[0.0025727672341344402,0.002047837720327682,0.019277526058530184,0.003428131953204094,0.0030698469608546053,0.035023776184870965,0.015242423301593564,0.006646867495491732,0.0391261056629285,0.8735647174280642]]",0.013652251468850688,0.2774999999999992,1,4,0.2,102.48323241152576,13.151303313748656,13.151303313748656,89.3319290977771,1.9726954970622985,2.0385693570348136,True,True
10,1,dense,"[[0.33566874238258987,0.10691041314646478,0.01943639915814933,0.04253799882889177,0.07330033546144521,0.012829424676017763,0.03756885737211043,0.1859467020977413,0.09946164202115017,0.08633948485543949],[0.10643777686405793,0.017510189058212895,0.0383759874177676,0.14070890428561114,0.0456897796709766,0.14373231834103403,0.022665142912098937,0.15860889372457745,0.29780960289799824,0.02846140482766526],[0.0269415310520291,0.09217202498298041,0.03417152983965823,0.07702018272903938,0.003927486103990121,0.251988123089811,0.2962946961883022,0.06562580557626117,0.054977953755278024,0.09688066668265025],[0.02002994305454316,0.03642964068131833,0.08464080902266237,0.15872099765066128,0.11259051055778943,0.048945882654488355,0.006553932713528638,0.2821167987431178,0.08543394894528286,0.16453753597660786],[0.014001432426658451,0.10645448724734632,0.04334872021664708,0.18241800856103393,0.2613867276560571,0.2541763145233716,0.030020700089657553,0.02274728920415563,0.03024114368493427,0.05520517639013792],[0.03872899376514678,0.20059450958173317,0.2337188424796077,0.050424562943655944,0.15762982402897818,0.10968352913546771,0.045071663845820516,0.045132464386816305,0.03405329091381829,0.08496231891895542],[0.007954820857543331,0.19510892263366436,0.3709951134954744,0.04086475972191006,0.004760552816346046,0.2645593234204225,0.0008521809313158716,0.10677637823427377,0.001459990453178396,0.0066679574358714895],[0.08974471484114703,0.0007586986899832353,0.2782390589074155,0.03791778184278831,0.09435013378555564,0.04914069273738964,0.2043768375772427,0.061260283890971864,0.1273855506215796,0.056826247105926264],[0.19402606773976377,0.10632271943549175,0.1397207005679758,0.12925645063885524,0.04071689116481244,0.09772230401934454,0.14497605842179323,0.09129836418113312,0.03149690995720031,0.024463533873629748],[0.014489681680148659,0.13337684305995645,0.0016301426868991285,0.03454189049139318,0.10388333319086057,0.05406074653437432,0.07479232334410908,0.37201060155050936,0.05135865306878527,0.15985578439296408]]",0.07477398291135101,0.7964064670845632,1,2,0.3333333333333333,18.10060635018767,2.6256765214484714,2.6256765214484714,15.4749298287392,1.850452034177298,5.662777704085511,True,True
10,1,sticky,"[[0.9468534993906073,0.008552833051717182,0.0015549119326519465,0.0034030399063113416,0.005864026836915617,0.001026353974081421,0.0030055085897688345,0.014875736167819304,0.007956931361692014,0.006907158788435159],[0.008515022149124635,0.9214008151246571,0.003070078993421408,0.011256712342848892,0.0036551823736781282,0.011498585467282723,0.0018132114329679151,0.012688711497966196,0.02382476823183986,0.0022769123862132206],[0.002155322484162328,0.007373761998638433,0.9227337223871727,0.006161614618323151,0.0003141988883192097,0.02015904984718488,0.023703575695064174,0.005250064446100894,0.004398236300422242,0.0077504533346120195],[0.0016023954443634529,0.0029143712545054664,0.0067712647218129895,0.932697679812053,0.009007240844623154,0.003915670612359068,0.0005243146170822911,0.022569343899449423,0.006834715915622629,0.013163002878128629],[0.0011201145941326762,0.008516358979787706,0.0034678976173317666,0.014593440684882716,0.9409109382124846,0.020334105161869728,0.0024016560071726044,0.0018197831363324505,0.0024192914947947417,0.004416414111211033],[0.0030983195012117427,0.016047560766538654,0.018697507398368615,0.004033965035492476,0.012610385922318255,0.9287746823308375,0.0036057331076656414,0.0036105971509453045,0.0027242632731054634,0.0067969855135164335],[0.0006363856686034665,0.01560871381069315,0.029679609079637955,0.003269180777752805,0.00038084422530768367,0.0211647458736338,0.9200681744745053,0.008542110258741901,0.00011679923625427168,0.0005334365948697192],[0.007179577187291762,6.069589519865883e-05,0.022259124712593243,0.003033422547423065,0.007548010702844451,0.0039312554189911714,0.016350147006179417,0.9249008227112778,0.010190844049726368,0.004546099768474101],[0.015522085419181103,0.00850581755483934,0.011177656045438064,0.010340516051108419,0.0032573512931849953,0.007817784321547562,0.011598084673743458,0.00730386913449065,0.922519752796576,0.0019570827098903797],[0.0011591745344118928,0.010670147444796517,0.00013041141495193027,0.0027633512393114546,0.008310666655268846,0.004324859722749946,0.005983385867528727,0.02976084812404075,0.004108692245502822,0.9327884627514371]]",0.07477398291135101,0.0984649989540175,1,11,0.08333333333333333,122.56325938226249,32.82095651810599,32.82095651810598,89.7423028641565,1.850452034177298,2.877142352874955,True,True
